id,name,role,industry,experience,funding_needed,funding_available,email,phone,linkedin
3030,Carlos Campbell,entrepreneur,Finance,24,47073,0,stephanie20@bailey.net,+1-944-938-0910,https://www.carter.com/
3031,Charles Mcdaniel,newbie,Healthcare,0,0,0,harrisoneileen@davenport.com,001-030-502-8243x948,http://beard.com/
3032,Nicole Willis,mentor,Finance,2,0,0,annajones@cox-mitchell.net,459-919-9129x7026,https://smith.com/
3033,Eric Lyons,mentor,Tech,3,0,0,alexander65@yahoo.com,+1-826-926-1488,https://pitts-torres.com/
3034,Michael Green,mentor,Education,17,0,0,mark68@harvey-soto.com,364.539.3060x505,https://peters.com/
3035,Rhonda Figueroa,investor,E-commerce,15,0,60717,kellyrichardson@torres.com,(698)328-3738x180,http://fleming.com/
3036,Miss Melissa Torres,newbie,AI,0,0,0,hannakatherine@day-watts.info,8907502611,http://gibson.net/
3037,Sharon Bailey,entrepreneur,Education,9,70819,0,mark56@morton.com,001-215-513-9472x90556,https://miller.com/
3038,Lisa Key,newbie,Education,0,0,0,qhurst@rose.biz,001-820-550-2858x91859,https://www.snyder.org/
3039,Sandra Clark,mentor,Tech,19,0,0,laura53@torres.com,(740)855-3742x5208,https://www.ford-turner.com/
3040,Maria Thomas,newbie,Blockchain,0,0,0,mary10@gmail.com,+1-242-090-6129x30004,https://www.williams.com/
3041,Jonathan Schultz,investor,Finance,25,0,166938,johnsonpatricia@thomas.biz,+1-413-393-2548x268,http://www.jimenez.net/
3042,Anthony Fletcher,newbie,E-commerce,0,0,0,elizabethjimenez@yahoo.com,(908)129-0130x54807,http://www.bernard.net/
3043,John Wright,entrepreneur,E-commerce,10,65843,0,owenstimothy@yahoo.com,001-492-571-6810x3478,http://harrell.com/
3044,Crystal Snyder,mentor,Education,30,0,0,scottjackie@morse.net,001-147-847-6483x823,http://www.williams.com/
3045,Douglas May,newbie,Healthcare,0,0,0,sullivanjenna@fitzgerald.com,091.558.8277,https://mckee.com/
3046,Sherri Baker,newbie,AI,0,0,0,qjimenez@yahoo.com,274-178-6225x322,http://taylor-clark.net/
3047,Erin Dixon,investor,E-commerce,18,0,262622,michelle35@jackson.org,(447)848-8704x9237,http://www.hodge.com/
3048,Rebecca White,investor,Education,24,0,43730,justinhenry@gmail.com,675-828-3002,https://www.harrington.com/
3049,Jennifer Mendoza,investor,Healthcare,10,0,466405,orobles@yahoo.com,325-835-7620x55682,http://www.cunningham-anderson.com/
3050,Bryan Thompson,newbie,Finance,0,0,0,thompsonkelly@williams-robinson.com,(470)317-9383,http://anderson.com/
3051,Kimberly Vargas,mentor,Tech,19,0,0,april13@hotmail.com,202-005-1111x87464,https://www.baker-graham.org/
3052,Rachel Munoz,mentor,Blockchain,8,0,0,brandon81@wilson-kelly.info,+1-060-240-2708x7028,http://smith.org/
3053,Marcus Baird,newbie,Finance,0,0,0,robertbrown@cohen.net,369-230-5188x0382,http://williams-marshall.com/
3054,Nathan Case,mentor,Finance,30,0,0,tromero@gmail.com,+1-378-385-2201x5400,https://young-floyd.com/
3055,Crystal Friedman,investor,Education,12,0,341599,qkelly@hotmail.com,668.918.1929x0296,https://jones.biz/
3056,Derek Barr,mentor,Tech,6,0,0,eriklittle@cruz.com,+1-614-702-0146x5482,https://www.davis.com/
3057,Jessica Thomas,newbie,Education,0,0,0,obridges@tapia.com,842.341.3524,https://nguyen.com/
3058,Michael Bowman,mentor,Finance,1,0,0,justinhenry@gmail.com,687-140-4940,http://www.sanchez.info/
3059,Jenny Werner,newbie,Healthcare,0,0,0,smithcharles@middleton.com,(209)961-5423x79278,http://www.smith-hill.com/
3060,Kimberly Costa,investor,Tech,28,0,321985,greg25@melton.biz,+1-517-329-6395,http://www.wright.com/
3061,Debra Burke,entrepreneur,Finance,2,35089,0,kimberlyfisher@gmail.com,844.820.3336x254,https://lynn.com/
3062,Robin Chase,entrepreneur,Finance,26,78764,0,jgraham@lamb-barrett.net,300-599-0179x4714,https://obrien-cooper.com/
3063,Michael Garcia,mentor,Finance,14,0,0,travisvelazquez@gmail.com,898.549.6428,https://www.flores-west.com/
3064,Julia Edwards,investor,AI,22,0,489645,grayisaac@yahoo.com,+1-815-956-3449x4371,http://www.mccoy.org/
3065,Lisa Bentley,entrepreneur,Healthcare,22,20920,0,pmason@bartlett-hendricks.info,001-865-681-4143x3463,http://mcneil-bennett.com/
3066,Amber Miller,entrepreneur,E-commerce,4,40379,0,michelle33@hotmail.com,1151971199,https://www.robertson.info/
3067,Michelle Scott,investor,Finance,25,0,200653,shawrobert@gmail.com,+1-012-166-1975x5807,https://www.green-reyes.com/
3068,Hunter Long,entrepreneur,E-commerce,7,50680,0,egalvan@yahoo.com,411-257-1996x72530,http://santana.com/
3069,Mrs. Meghan Martin,newbie,AI,0,0,0,claytonmartinez@patterson-johnson.com,824-346-0806x217,http://www.combs.com/
3070,Matthew Scott,mentor,Healthcare,20,0,0,gregoryphillips@rhodes-lucas.biz,909.041.5596x837,http://gonzales-simon.com/
3071,Oscar Frank,newbie,E-commerce,0,0,0,loridiaz@elliott.org,255.657.5786,https://www.hoover.net/
3072,Maria Johnson,newbie,E-commerce,0,0,0,cynthia58@gmail.com,(194)149-4246x9356,https://www.young.org/
3073,Benjamin Stephens,mentor,Blockchain,1,0,0,smithpamela@moore.com,349.376.0564,http://www.marsh-phillips.com/
3074,Summer Parker,entrepreneur,AI,16,61466,0,jeanettejohnson@hotmail.com,577.366.5243x48568,http://www.hudson-bailey.com/
3075,Frank Jacobson,mentor,Blockchain,13,0,0,qsmith@wilkins-green.com,326.977.8451x775,https://www.sutton.com/
3076,Aaron Bell,entrepreneur,Healthcare,0,98412,0,lisa97@garcia-gonzales.com,+1-632-070-3033,https://cruz.net/
3077,Brandon Murray,mentor,Finance,15,0,0,iwells@holden.com,181-475-8115,https://www.harvey.info/
3078,Melissa Cummings,mentor,Healthcare,19,0,0,rollinsnicole@hotmail.com,352.179.4845,http://middleton.com/
3079,George Thompson Jr.,entrepreneur,Healthcare,3,25830,0,iphillips@sanchez.com,713.839.4105x65137,http://www.miller-richmond.org/
3080,Paul Lee,mentor,Finance,3,0,0,carl43@smith-hunt.info,+1-879-812-3231x656,http://www.martin.com/
3081,Megan Riley,mentor,Blockchain,25,0,0,terrellrobert@fields.net,(917)704-4065x5713,https://www.warren.biz/
3082,Emily Casey,entrepreneur,Blockchain,26,63979,0,cherylsmith@fernandez.biz,657-567-6540x63972,http://sanchez-smith.com/
3083,Valerie Day,newbie,Tech,0,0,0,john04@hotmail.com,(733)463-1166,http://www.smith-salinas.com/
3084,Shannon Dougherty,newbie,Finance,0,0,0,samantha88@yahoo.com,667.293.7374x27895,https://www.page-smith.info/
3085,Barbara Schwartz,investor,Healthcare,7,0,335913,ritterjim@bennett-silva.com,195.503.6551x17327,https://watts-robinson.com/
3086,Alexis Cox,investor,Finance,6,0,113789,qcasey@clark-bowen.com,537.579.9151,http://robertson.info/
3087,Kimberly Wright,investor,E-commerce,28,0,267291,frankchristopher@yahoo.com,1423222209,https://murphy.com/
3088,Ashley Jenkins,mentor,AI,9,0,0,nicholas45@yahoo.com,(555)031-0407x224,https://christian.info/
3089,Brandon Fernandez,mentor,AI,0,0,0,bmcclure@daniel-hood.com,001-696-599-4809,http://www.chandler-lucas.org/
3090,Joseph Chavez,newbie,Tech,0,0,0,cgray@lewis.info,438-239-8704x83207,http://frost-mcgee.biz/
3091,Cheryl Bowman,newbie,Blockchain,0,0,0,johnathanhicks@white.net,+1-386-100-5218,https://www.mccullough-garrett.info/
3092,Mrs. Melissa Peters DVM,newbie,E-commerce,0,0,0,vaughanrandy@hotmail.com,001-821-019-6097x2264,http://nguyen.com/
3093,Megan Moreno,entrepreneur,Blockchain,28,38067,0,klopez@hotmail.com,3289886035,https://price-sanchez.com/
3094,Christy Phillips,entrepreneur,Healthcare,20,29818,0,katherineshields@yahoo.com,175.942.6903x712,https://www.martinez.com/
3095,Kimberly Shannon,mentor,Healthcare,0,0,0,staceymartin@yahoo.com,228-337-9469x6947,http://www.silva.com/
3096,Christopher Wallace,newbie,AI,0,0,0,ngillespie@carter.com,540-301-7446x1735,http://www.bolton.org/
3097,Linda Kennedy,entrepreneur,AI,14,19089,0,cochranstephen@fitzgerald.biz,(309)332-9116,https://ryan.biz/
3098,Terri Miller,investor,AI,3,0,461912,randallfisher@yahoo.com,018.277.2341x4340,https://roman-mitchell.net/
3099,Michael White,entrepreneur,Blockchain,11,32338,0,williamlane@gmail.com,3939067566,http://www.robinson.biz/
3100,Adam Hernandez,investor,Education,27,0,89655,angelalester@hotmail.com,0398667683,http://www.wright.com/
3101,Stephen Thomas,entrepreneur,Education,17,37178,0,vskinner@villanueva-allen.info,001-784-087-5561x38034,https://www.hayes-rubio.biz/
3102,Michael Perez,investor,Tech,2,0,281708,athomas@hotmail.com,(664)809-0219x20248,http://www.miller.net/
3103,Timothy Bernard,newbie,Finance,0,0,0,guerrajeffrey@hotmail.com,179.324.4210x524,https://www.sanders.com/
3104,Melissa Blanchard,entrepreneur,E-commerce,19,35718,0,agarza@king-brown.net,654-266-8994,http://schmidt.biz/
3105,Julie Smith,investor,Finance,23,0,49513,ruizjennifer@hotmail.com,(306)555-3272x729,http://cruz.com/
3106,Rebecca Young,entrepreneur,Blockchain,24,53133,0,zoe48@gmail.com,3967864046,http://myers.com/
3107,Gregory Perez,investor,Blockchain,28,0,138481,robertsrachel@craig.com,+1-088-203-7055,https://www.rodriguez.com/
3108,Carolyn Kelly,mentor,Healthcare,11,0,0,santiagovanessa@morgan.com,(661)824-6427,https://www.hunt.org/
3109,Kimberly Clark,mentor,Education,28,0,0,gregory89@moore.com,647-498-5369,https://chen.com/
3110,Jennifer Morgan,mentor,AI,12,0,0,joneskaren@hotmail.com,082-799-8637,https://www.harris-henry.com/
3111,Bryan Roach,mentor,Finance,30,0,0,ununez@hotmail.com,165-203-1743,https://gonzalez.org/
3112,Gregory Chambers,newbie,Finance,0,0,0,vthomas@guerrero.com,+1-350-763-3988x06945,https://mullins.org/
3113,Dawn Keith,investor,Finance,23,0,317872,kentjoshua@carson.com,001-298-507-6564x1898,http://www.gillespie-taylor.net/
3114,Natalie Hale,newbie,Tech,0,0,0,potterkyle@hotmail.com,2617407010,https://huerta-roy.com/
3115,Tara Delgado,mentor,Education,23,0,0,taylorhayes@hotmail.com,+1-647-425-7954x282,http://chavez-miller.com/
3116,Ryan Johnson,entrepreneur,AI,1,65636,0,christinagarcia@hood.net,+1-482-986-4160,http://wilson-brown.com/
3117,Eric Nolan,investor,E-commerce,27,0,17583,whitemichelle@hall.com,(977)150-8264x5819,http://perry-french.com/
3118,Kelly Becker,mentor,Education,27,0,0,storres@nguyen-gilbert.com,001-506-834-9635x72985,http://rogers.biz/
3119,Angela Johnson,mentor,Healthcare,24,0,0,melissa20@gmail.com,322.206.2494,https://www.martin-santiago.com/
3120,James Morgan,newbie,AI,0,0,0,stephanie50@rogers-jordan.org,(683)042-7653x92603,https://www.nelson-butler.com/
3121,Lori Riggs,investor,E-commerce,15,0,305438,lynchjames@parks-juarez.org,+1-193-791-1645x436,https://www.carter-hoover.net/
3122,Gary Galvan,entrepreneur,Blockchain,13,81707,0,arianaacosta@gmail.com,1989558372,http://www.schroeder.info/
3123,Micheal Diaz,investor,AI,10,0,92086,james88@wilcox-rodriguez.com,838.356.8363x7911,http://jones-brown.com/
3124,Marcus Zhang,investor,E-commerce,13,0,368944,ckelley@hughes.com,+1-303-747-7946,https://www.johns.com/
3125,Colleen Griffin,entrepreneur,Blockchain,20,72647,0,michael68@brooks.com,178-018-9415,https://www.olson.com/
3126,Hannah Pacheco,investor,Tech,15,0,400095,tstark@hotmail.com,8302705405,https://www.norris.com/
3127,Charles Doyle,mentor,Tech,8,0,0,mitchelldavid@gmail.com,(957)123-3680x949,https://www.bentley.info/
3128,Monica Robinson,investor,Education,18,0,411883,kyle95@rivera-salinas.org,+1-140-798-1168x83194,http://www.martin-robertson.com/
3129,Michael Reid,investor,Education,19,0,182681,mariakidd@morrison-lawson.net,+1-609-393-9262x28975,http://www.snyder-stokes.biz/
3130,Tony Thomas,investor,Blockchain,12,0,118101,calderonjohn@fisher-powell.com,455.629.4870x6514,https://johnson.com/
3131,Janice Lopez,investor,Finance,28,0,436693,codyvaldez@yahoo.com,708-460-1706,https://www.smith.net/
3132,Michael Rice,entrepreneur,E-commerce,9,19584,0,georgenelson@hotmail.com,500-506-1070,https://thompson.com/
3133,Robert Gibson,newbie,E-commerce,0,0,0,turnerjohn@gmail.com,(889)942-0117,http://miller.com/
3134,Brandon Mclaughlin,entrepreneur,Tech,14,94619,0,alexandranorris@hotmail.com,+1-318-422-8090x05591,https://www.chavez.com/
3135,Amy Scott,mentor,E-commerce,2,0,0,bakerjoshua@humphrey.org,001-021-755-4747,http://rosario-davidson.biz/
3136,Tammy Smith,mentor,Tech,13,0,0,ylawson@fleming.com,+1-713-860-0429x25539,https://warner-watkins.com/
3137,Dorothy Hill,mentor,Blockchain,22,0,0,opowers@douglas-adams.biz,(833)268-5533x2796,https://lopez.org/
3138,Carol David,newbie,Education,0,0,0,joshuaweaver@yahoo.com,089.858.3786x0718,https://holmes.com/
3139,Nicole Burns,entrepreneur,Finance,18,27161,0,deborah27@yahoo.com,(891)930-0344x9764,http://www.smith.com/
3140,Stephanie Wright,investor,E-commerce,5,0,190837,bsanchez@evans.biz,001-419-046-5269,http://www.downs.com/
3141,Sara Lopez,mentor,AI,18,0,0,horebecca@yahoo.com,375-663-5984,https://marks.biz/
3142,Jennifer Osborn,mentor,Blockchain,17,0,0,daltonthompson@wilson.com,255.672.5233x382,https://burns.com/
3143,Cynthia Allen,entrepreneur,Healthcare,21,69412,0,amy32@gmail.com,001-761-131-6237x66003,https://www.williams.com/
3144,Jennifer Collins,entrepreneur,Tech,15,57619,0,bradfordkelsey@yahoo.com,(517)738-0279x87740,http://thompson.com/
3145,Allison Reyes,mentor,Finance,25,0,0,nicholas76@kelley.com,(818)903-7953x67869,https://www.tyler.info/
3146,Kelly Conley,investor,Healthcare,10,0,48298,qtaylor@oliver.org,379-419-8915,https://vasquez-hughes.info/
3147,Amanda Smith,newbie,AI,0,0,0,kevinbryan@hotmail.com,595.145.4684x6090,http://www.williams.com/
3148,Sarah Andersen,newbie,Education,0,0,0,braunamber@gmail.com,001-591-826-4135,http://dillon.com/
3149,Melody Winters,investor,E-commerce,18,0,96488,bonniecallahan@delgado.net,+1-266-036-2269,http://chandler.com/
3150,Madison Hammond,investor,Education,1,0,491767,tfarley@yahoo.com,615.213.0419,https://wilson.biz/
3151,Pamela Rodriguez,entrepreneur,Blockchain,9,79570,0,bradleyshaw@wallace-villanueva.com,412.652.2748x33898,http://www.fowler.biz/
3152,Connie Rodriguez PhD,newbie,Tech,0,0,0,coxchad@hotmail.com,635.019.9144,http://collier.com/
3153,Sherri Ware,mentor,Blockchain,9,0,0,nicolekrueger@gmail.com,(206)203-5727,https://case.com/
3154,Brenda Gonzalez,newbie,Education,0,0,0,lolson@gmail.com,688-297-1449x48707,https://www.gonzalez-shelton.com/
3155,Jeff Mcmillan,newbie,Finance,0,0,0,natasha21@banks.com,915.707.4287,https://harrison-shelton.com/
3156,Theresa Gordon,mentor,E-commerce,4,0,0,beckermadison@hotmail.com,7354116799,http://www.lawrence.com/
3157,Crystal King,mentor,Education,17,0,0,johnsonjames@hotmail.com,+1-977-987-8168,http://lee.com/
3158,Lisa English,newbie,Blockchain,0,0,0,james82@hotmail.com,(274)000-6939,https://mcdonald.info/
3159,Joseph James,mentor,Healthcare,9,0,0,lisawest@wood.org,(392)067-3782x144,https://www.carpenter.biz/
3160,Connor Silva,investor,Education,20,0,227360,williamsjennifer@phillips.com,076-823-5344x9825,http://cruz.com/
3161,Tammy Wilson,investor,Healthcare,20,0,237994,lovebrianna@yahoo.com,409-083-0877,https://www.sullivan.com/
3162,Diana Anderson,investor,E-commerce,6,0,86560,petersonstephen@gmail.com,762-127-1581x3988,http://neal.org/
3163,Carolyn Lynch,entrepreneur,Tech,3,46410,0,john89@bennett.org,(826)309-8042x40479,https://villanueva.com/
3164,John Miller,entrepreneur,E-commerce,19,95826,0,jennifer98@estrada-davenport.net,757.366.9547,https://www.osborne-lewis.com/
3165,Sherri Ford,entrepreneur,Blockchain,13,97718,0,dana33@freeman.info,300-799-2501x482,https://farrell-matthews.com/
3166,Tami Powell,newbie,Finance,0,0,0,michael89@fisher.net,+1-769-917-3514x4392,https://arnold.info/
3167,Shelby Jefferson,entrepreneur,Tech,2,98489,0,ramirezerica@hotmail.com,235-169-0319x45104,http://lewis.com/
3168,Patrick Reed,mentor,Finance,29,0,0,katherinemartin@reeves.biz,8365356000,https://singleton-baker.com/
3169,Michael Alexander,entrepreneur,Finance,22,77644,0,wanderson@gmail.com,001-066-640-9616x402,http://jordan-zimmerman.com/
3170,Patricia Lee,mentor,AI,22,0,0,michael49@payne.org,1531971262,https://wood.com/
3171,Kathy Schroeder,newbie,E-commerce,0,0,0,xhoward@farrell.com,301.950.0147,http://www.frazier.com/
3172,Gene Bennett,mentor,E-commerce,27,0,0,sroy@pennington-barnes.com,687.734.6851x55919,https://murphy-frost.com/
3173,Christopher Brown,newbie,E-commerce,0,0,0,owood@maxwell-austin.com,001-658-254-0297x25114,http://zimmerman-ross.com/
3174,Sherry Thomas,newbie,Healthcare,0,0,0,valerie77@hobbs.com,(240)073-9021x1796,https://www.porter-stewart.net/
3175,Zachary Jones,newbie,Education,0,0,0,amy12@gmail.com,465-275-8215x356,https://www.schmidt-swanson.biz/
3176,Robert Sims,mentor,AI,0,0,0,alison21@hopkins-perkins.info,613-749-3032x77523,http://horne.com/
3177,Denise Mendoza,mentor,Finance,2,0,0,sue29@yahoo.com,2141244763,http://schroeder.com/
3178,Colleen Boyd,mentor,Education,23,0,0,ifletcher@mcdonald-forbes.net,514.495.4650x4217,https://martin.net/
3179,Elizabeth Carter,investor,AI,9,0,444459,micheal67@murray.com,+1-405-829-5466x7324,http://baker-lewis.org/
3180,Melanie King,investor,Education,7,0,393621,jenkinskara@gmail.com,(865)994-6084,https://www.williams.info/
3181,Jennifer Obrien,newbie,Education,0,0,0,robertjimenez@gmail.com,(000)735-4977,http://anderson.com/
3182,Michael Fleming,investor,Education,10,0,116529,jonesjonathan@gmail.com,585.830.7051x5630,https://cummings-payne.net/
3183,Kelly Sanders,entrepreneur,AI,21,75909,0,craigsavage@joyce-brown.com,629-247-1308x15469,https://duncan.com/
3184,Theresa Rice,mentor,AI,13,0,0,andrewwhite@roach.com,(797)089-2005x7220,http://gomez.com/
3185,Michael Snyder,investor,Blockchain,4,0,408937,angelachandler@ramirez.biz,(050)027-5677x42954,https://ramirez.info/
3186,Eric Huang,entrepreneur,Healthcare,12,29020,0,joseph28@gonzales-hall.net,(893)700-4578x11148,https://www.hughes-hogan.com/
3187,Mary Melton,newbie,Education,0,0,0,xwalter@yahoo.com,294-836-6328x820,https://www.thompson.com/
3188,James Rubio,entrepreneur,Tech,29,44580,0,gshelton@anderson.com,(164)318-2259x586,https://fletcher-harmon.info/
3189,Jennifer Mcpherson,investor,Finance,20,0,397539,npennington@alvarado.com,673.253.3345x922,https://www.thomas-ramos.com/
3190,Cassandra Robinson,newbie,Education,0,0,0,alisonbeard@yahoo.com,9840157612,http://ho-cruz.com/
3191,Scott Williams,mentor,Finance,0,0,0,manderson@hotmail.com,633.474.9746,http://briggs-russell.com/
3192,Adam Stewart,newbie,Blockchain,0,0,0,maria58@deleon.com,001-730-402-8742x63349,http://aguilar.net/
3193,Kenneth Foster,entrepreneur,E-commerce,21,27625,0,anna31@lee.net,556-189-6328x995,http://www.jones.biz/
3194,Thomas Bean,investor,Tech,26,0,356599,oscar26@zhang.com,(329)644-4336x12176,http://www.johnston.com/
3195,Thomas Payne,entrepreneur,Finance,13,12667,0,smithashley@gmail.com,001-189-220-5195x56536,http://www.barker.biz/
3196,Robert Castro,investor,Finance,13,0,45740,oroberts@hotmail.com,001-948-233-1661,https://shepard.biz/
3197,Daniel Johnson,entrepreneur,Healthcare,13,42368,0,gwendolynbyrd@rubio.com,3017951782,https://jones-contreras.com/
3198,Antonio Tucker,investor,Blockchain,18,0,427213,rhodeswilliam@gmail.com,333-731-7258x68167,http://thomas-lynch.net/
3199,Christine Gallagher,mentor,AI,3,0,0,lisaflores@hotmail.com,(596)935-2432,https://watts-palmer.biz/
3200,Kenneth Smith,entrepreneur,Education,5,23853,0,ilogan@hotmail.com,(911)120-9976,https://wilson.net/
3201,Jonathan Hamilton,entrepreneur,Education,23,18687,0,robinsonscott@barker.com,800-199-7471x95514,http://www.hendrix.com/
3202,George Cobb,entrepreneur,AI,28,90495,0,tiffany25@jones-martinez.com,001-718-799-6602x2989,http://welch-jones.com/
3203,Joshua Weeks,newbie,AI,0,0,0,beckfaith@hotmail.com,+1-917-969-3856x21727,http://www.murray.info/
3204,Tracy Lynch,investor,Tech,18,0,316253,paulhawkins@warren.com,(368)079-3880x443,https://www.lopez.com/
3205,Rita Molina,investor,Tech,5,0,263259,twashington@barrera.org,0675493048,http://www.stout-roberts.com/
3206,Alexandra Johnson,newbie,Finance,0,0,0,jvega@hotmail.com,(847)747-0263,https://www.preston-mcdonald.com/
3207,Joseph Harris,mentor,Tech,22,0,0,cranejohn@hotmail.com,349-931-0854,http://johnson.info/
3208,Mary Martinez,newbie,Blockchain,0,0,0,michaelanderson@kelly-anderson.com,+1-466-533-5426x43655,https://shah.com/
3209,Michael Barton,mentor,Tech,20,0,0,qperry@hotmail.com,187-577-4690,http://www.hodges.com/
3210,Rebecca Rogers,investor,Finance,6,0,373016,stacey68@hotmail.com,(635)132-3582,http://gibson.info/
